Tspace,MSEtrain,MSEtest
0.001,2.88640413047688,2.50778995766752
0.00107790740049927,2.88605364248084,2.507561981157
0.0011618843640511,2.88567592249463,2.50731628563936
0.00125240375453507,2.88526886084306,2.50705149746998
0.00134997527542643,2.88483018541292,2.50676613708496
0.00145514833987319,2.88435744930764,2.5064586109263
0.00156851516437355,2.88384801759007,2.5061272027665
0.00169071410347358,2.88329905305012,2.50577006439036
0.00182243324426267,2.88270750093086,2.50538520558918
0.00196441428090663,2.88207007254237,2.50497048342002
0.00211745669103571,2.88138322768938,2.50452359067976
0.0022824222375041,2.8806431558345,2.5040420435412
0.00246023982086978,2.87984575591547,2.50352316829539
0.00265191070991854,2.87898661473073,2.50296408714165
0.00285851417968447,2.87806098380431,2.50236170296405
0.003081213588714,2.87706375463746,2.50171268303015
0.00332126292979375,2.87598943225143,2.50101344154525
0.00358001389102858,2.87483210692293,2.50026012099316
0.0038589234670299,2.87358542401187,2.49944857219168
0.00415956216307185,2.8722425517789,2.49857433298966
0.00448362283841191,2.87079614709026,2.49763260553046
0.00483293023857175,2.86923831890708,2.49661823200599
0.00520945127025321,2.86756058945836,2.49552566882478
0.00561530607674628,2.86575385299995,2.49434895911822
0.00605277997619335,2.86380833206666,2.49308170351049
0.00652433632993263,2.86171353113243,2.49171702908017
0.00703263041338064,2.85945818760333,2.49024755644595
0.00758052436755926,2.85703022008144,2.48866536491428
0.0081711033154572,2.85441667385499,2.4869619556352
0.00880769273397546,2.85160366359175,2.48512821272259
0.00949387717927583,2.84857631323923,2.48315436230875
0.0102335204709726,2.84531869316877,2.48102992951963
0.0110307874488222,2.84181375464017,2.47874369337804
0.0118901674244199,2.83804326171195,2.47628363966722
0.0128164994599576,2.83398772078017,2.47363691181826
0.0138149996163832,2.82962630799676,2.47078975992116
0.0148912903243941,2.82493679489933,2.46772748800388
0.0160514320436476,2.81989547267888,2.46443439977531
0.0173019573884589,2.81447707562235,2.46089374308953
0.018649907912143,2.80865470439459,2.4570876534603
0.0201028737571289,2.80239974997246,2.45299709703793
0.0216690363941118,2.79568181921307,2.44860181355727
0.0233572146909012,2.78846866323176,2.44388025987614
0.0251769145703728,2.78072610998553,2.43880955485085
0.0271383825371428,2.77241800270572,2.43336542643965
0.0292526633743665,2.76350614610261,2.42752216208868
0.0315316623355437,2.75395026257539,2.42125256363906
0.0339882121815267,2.74370796100467,2.41452790819939
0.0366361454402072,2.73273472108277,2.40731791665629
0.039490372295767,2.72098389654792,2.39959073174706
0.0425669645460787,2.70840674113067,2.39131290789325
0.0458832461010085,2.69495246149166,2.38244941529041
0.0494578905312064,2.68056830192265,2.37296366106662
0.0533110262166704,2.6651996660892,2.36281753065624
0.0574643496871597,2.64879028160279,2.35197145288168
0.0619412477926676,2.63128241370498,2.34038449258673
0.0667669293918756,2.61261713480667,2.32801447501162
0.0719685673001152,2.59273465702453,2.3148181464286
0.0775754512961242,2.57157473516029,2.30075137585176
0.0836191530491632,2.5490771477359,2.28576940287511
0.0901337038951743,2.52518226367901,2.26982713685303
0.0971557864630186,2.49983170198912,2.25287951268678
0.104724941229815,2.4729690911375,2.234881908383
0.112883789168469,2.44454093398556,2.21579062926295
0.121678271741092,2.41449758256083,2.19556346317674
0.131157909589685,2.38279432501464,2.17416031026178
0.141376081380736,2.34939258440556,2.15154388962202
